School Name,School Code,Attendance Rate,Average # of Absences,Absent 10 or more days,Chronically Absent (10% or more),Unexcused > 9 days,school_year,Chronically Absent (20% or more),ORG_CODE,DISTRICT_NAME,SCHOOL_NAME,COUNTY,School_Total,# of students 7-12th grades,Have Middle or High Schoolers?,% PK - 6th graders,Include in SMITH visualization?
Hampden-Wilbraham-Minnechaug Regional High,06800505,94.7,9.2,36.0,10.7,36.0,2024-25,3.4,0680,Hampden-Wilbraham,Minnechaug Regional High,Hampden,990,983,Yes,0%,Include
Hampden-Wilbraham-Wilbraham Middle,06800310,94.9,9.1,36.3,10.7,10.2,2024-25,1.5,0680,Hampden-Wilbraham,Wilbraham Middle,Hampden,613,413,Yes,33%,Include
Hampshire-Hampshire Regional High,06830505,94.0,10.7,41.3,14.5,0.0,2024-25,3.3,0683,Hampshire,Hampshire Regional High,Hampshire,718,716,Yes,0%,Include
Harvard-The Bromfield Middle School,01250305,94.6,9.7,38.5,12.3,4.1,2024-25,1.2,0125,Harvard,The Bromfield Middle School,Worcester,244,163,Yes,33%,Include
Harvard-The Bromfield High School,01250505,90.0,17.9,63.2,35.9,0.0,2024-25,9.1,0125,Harvard,The Bromfield High School,Worcester,328,328,Yes,0%,Include
Hatfield-Smith Academy,01270505,92.9,12.6,56.4,18.2,4.5,2024-25,3.6,0127,Hatfield,Smith Academy,Hampshire,109,109,Yes,0%,Include
Holyoke-Holyoke STEM Academy,01370320,88.4,20.1,68.2,47.5,55.2,2024-25,17.1,0137,Holyoke,Holyoke STEM Academy,Hampden,289,196,Yes,32%,Include
Holyoke-Holyoke High,01370505,82.4,29.2,73.8,51.6,62.2,2024-25,26.2,0137,Holyoke,Holyoke High,Hampden,1569,1569,Yes,0%,Include
Holyoke-Lt Clayre Sullivan Elementary,01370055,89.1,18.4,65.2,41.6,53.6,2024-25,15.9,0137,Holyoke,Lt Clayre Sullivan Elementary,Hampden,463,314,Yes,32%,Include
Holyoke-Joseph Metcalf School,01370003,90.9,15.4,59.1,33.2,48.5,2024-25,9.8,0137,Holyoke,Joseph Metcalf School,Hampden,213,140,Yes,34%,Include
Hoosac Valley Regional-Hoosac Valley High School,06030505,89.8,17.5,58.3,32.8,43.6,2024-25,14.3,0603,Hoosac Valley Regional,Hoosac Valley High School,Berkshire,296,296,Yes,0%,Include
Hopedale-Hopedale Jr Sr High,01380505,94.5,9.7,30.3,11.4,11.8,2024-25,4.4,0138,Hopedale,Hopedale Jr Sr High,Worcester,456,453,Yes,0%,Include
Lee-Lee Middle/High School,01500505,93.7,11.0,41.4,8.2,16.0,2024-25,4.8,0150,Lee,Lee Middle/High School,Berkshire,328,327,Yes,0%,Include
Leicester-Leicester Middle,01510015,94.5,9.4,38.4,14.8,0.5,2024-25,1.7,0151,Leicester,Leicester Middle,Worcester,394,204,Yes,48%,Include
Leicester-Leicester High,01510505,92.8,11.9,48.6,20.9,2.5,2024-25,5.8,0151,Leicester,Leicester High,Worcester,388,384,Yes,0%,Include
Lenox-Lenox Memorial High,01520505,94.7,9.4,35.6,10.7,3.4,2024-25,1.6,0152,Lenox,Lenox Memorial High,Berkshire,439,371,Yes,15%,Include
Leominster-Leominster Center for Excellence,01530515,76.6,36.5,78.1,60.3,75.3,2024-25,39.7,0153,Leominster,Leominster Center for Excellence,Worcester,65,65,Yes,0%,Include
Leominster-Leominster Academy,01530705,70.2,47.5,91.4,85.7,91.4,2024-25,68.6,0153,Leominster,Leominster Academy,Worcester,32,32,Yes,0%,Include
Leominster-Center For Technical Education Innovation,01530605,91.8,14.5,64.4,29.1,50.2,2024-25,4.1,0153,Leominster,Center For Technical Education Innovation,Worcester,821,811,Yes,0%,Include
Leominster-Leominster High School,01530505,89.5,17.8,72.9,41.7,56.6,2024-25,9.7,0153,Leominster,Leominster High School,Worcester,1060,1055,Yes,0%,Include
Leominster-Sky View Middle School,01530320,93.5,11.3,46.7,19.6,39.7,2024-25,4.7,0153,Leominster,Sky View Middle School,Worcester,869,565,Yes,35%,Include
Leominster-Samoset School,01530045,94.3,9.9,38.9,15.8,30.7,2024-25,2.9,0153,Leominster,Samoset School,Worcester,495,320,Yes,35%,Include
Libertas Academy Charter School (District)-Libertas Academy Charter School,35140305,91.9,13.9,57.9,27.1,2.8,2024-25,6.9,3514,Libertas Academy Charter School (District),Libertas Academy Charter School,Hampden,563,470,Yes,17%,Include
Longmeadow-Glenbrook Middle,01590017,95.9,7.4,27.7,5.2,2.7,2024-25,0.3,0159,Longmeadow,Glenbrook Middle,Hampden,327,221,Yes,32%,Include
Longmeadow-Longmeadow High,01590505,95.0,8.8,31.6,12.8,0.4,2024-25,2.2,0159,Longmeadow,Longmeadow High,Hampden,897,897,Yes,0%,Include
Longmeadow-Williams Middle,01590305,95.8,7.4,24.4,6.8,0.0,2024-25,1.8,0159,Longmeadow,Williams Middle,Hampden,337,219,Yes,35%,Include
Ludlow-Ludlow Senior High,01610505,94.6,9.4,39.3,9.9,33.1,2024-25,2.4,0161,Ludlow,Ludlow Senior High,Hampden,736,732,Yes,0%,Include
Ludlow-Paul R Baird Middle,01610305,94.1,10.4,41.7,14.3,37.0,2024-25,2.9,0161,Ludlow,Paul R Baird Middle,Hampden,513,362,Yes,29%,Include
Lunenburg-Lunenburg Middle School,01620305,94.8,9.1,33.2,11.7,4.1,2024-25,3.1,0162,Lunenburg,Lunenburg Middle School,Worcester,382,229,Yes,40%,Include
Lunenburg-Lunenburg High,01620505,93.3,11.7,49.3,17.9,10.7,2024-25,5.0,0162,Lunenburg,Lunenburg High,Worcester,452,452,Yes,0%,Include
Ma Academy for Math and Science-Ma Academy for Math and Science School,04680505,98.0,3.5,6.1,0.0,1.0,2024-25,0.0,0468,Ma Academy for Math and Science,Ma Academy for Math and Science School,Worcester,99,99,Yes,0%,Include
Mendon-Upton-Nipmuc Regional High,07100510,93.6,10.9,43.7,18.8,29.5,2024-25,5.0,0710,Mendon-Upton,Nipmuc Regional High,Worcester,534,528,Yes,0%,Include
Mendon-Upton-Miscoe Hill School,07100015,95.7,7.7,29.2,6.1,0.0,2024-25,1.1,0710,Mendon-Upton,Miscoe Hill School,Worcester,647,306,Yes,53%,Include
Milford-Stacy Middle,01850305,93.6,11.0,43.8,19.4,36.5,2024-25,4.6,0185,Milford,Stacy Middle,Worcester,989,664,Yes,33%,Include
Milford-Milford High,01850505,90.3,16.0,53.8,31.5,35.9,2024-25,14.3,0185,Milford,Milford High,Worcester,1316,1316,Yes,0%,Include
Millbury-Millbury Junior/Senior High,01860505,93.2,11.9,44.9,19.3,32.5,2024-25,5.5,0186,Millbury,Millbury Junior/Senior High,Worcester,722,717,Yes,0%,Include
Mohawk Trail-Mohawk Trail Regional School,07170505,91.9,14.3,56.7,22.4,17.8,2024-25,6.5,0717,Mohawk Trail,Mohawk Trail Regional School,Franklin,316,316,Yes,0%,Include
Monson-Monson High School,01910505,93.2,11.9,44.2,18.3,23.4,2024-25,4.3,0191,Monson,Monson High School,Hampden,280,273,Yes,0%,Include
Montachusett Regional Vocational Technical-Montachusett Regional Vocational Technical,08320605,95.8,7.3,25.4,7.9,1.5,2024-25,1.3,0832,Montachusett Regional Vocational Technical,Montachusett Regional Vocational Technical,Worcester,1417,1417,Yes,0%,Include
Mount Greylock-Mt Greylock Regional High,07150505,94.8,9.1,36.0,12.5,18.1,2024-25,2.6,0715,Mount Greylock,Mt Greylock Regional High,Berkshire,539,537,Yes,0%,Include
Narragansett-Narragansett Regional High,07200505,93.4,11.4,41.1,18.6,28.5,2024-25,6.2,0720,Narragansett,Narragansett Regional High,Worcester,492,489,Yes,0%,Include
Nashoba-Nashoba Regional,07250505,94.0,10.5,40.7,14.4,22.0,2024-25,3.5,0725,Nashoba,Nashoba Regional,Worcester,806,799,Yes,0%,Include
Nashoba-Luther Burbank Middle School,07250305,95.7,7.6,32.5,7.1,0.0,2024-25,0.4,0725,Nashoba,Luther Burbank Middle School,Worcester,245,173,Yes,29%,Include
Nashoba-Hale,07250310,95.8,7.6,27.1,4.9,0.0,2024-25,0.4,0725,Nashoba,Hale,Worcester,247,154,Yes,38%,Include
North Adams-Drury High,02090505,89.7,17.5,58.0,37.0,27.3,2024-25,13.9,0209,North Adams,Drury High,Berkshire,438,432,Yes,0%,Include
North Brookfield-North Brookfield High,02150505,87.1,22.0,82.5,44.6,48.0,2024-25,15.8,0215,North Brookfield,North Brookfield High,Worcester,157,123,Yes,22%,Include
Northampton-Northampton High,02100505,93.5,11.3,41.2,15.6,25.2,2024-25,5.2,0210,Northampton,Northampton High,Hampshire,875,869,Yes,0%,Include
Northampton-John F Kennedy Middle School,02100410,93.3,11.7,42.7,18.4,35.6,2024-25,6.3,0210,Northampton,John F Kennedy Middle School,Hampshire,577,400,Yes,31%,Include
Northampton-Smith Vocational Agricultural-Smith Vocational and Agricultural High,04060705,95.0,8.9,35.0,8.8,15.0,2024-25,1.7,0406,Northampton-Smith Vocational Agricultural,Smith Vocational and Agricultural High,Hampshire,587,587,Yes,0%,Include
Northboro-Southboro-Algonquin Regional High,07300505,93.6,11.3,45.8,17.3,7.8,2024-25,3.1,0730,Northboro-Southboro,Algonquin Regional High,Worcester,1197,1181,Yes,0%,Include
Northborough-Robert E. Melican Middle School,02130305,94.0,10.5,38.5,14.2,2.5,2024-25,3.6,0213,Northborough,Robert E. Melican Middle School,Worcester,545,360,Yes,34%,Include
Northbridge-Northbridge Middle,02140305,93.6,11.6,45.3,18.7,32.6,2024-25,5.0,0214,Northbridge,Northbridge Middle,Worcester,394,274,Yes,30%,Include
Northbridge-Northbridge High,02140505,92.4,13.3,50.9,25.7,45.1,2024-25,8.2,0214,Northbridge,Northbridge High,Worcester,471,467,Yes,0%,Include
Northern Berkshire Regional Vocational Technical-Charles McCann Vocational Technical,08510605,91.4,15.2,56.4,30.1,56.0,2024-25,9.0,0851,Northern Berkshire Regional Vocational Technical,Charles McCann Vocational Technical,Berkshire,514,514,Yes,0%,Include
Oxford-Oxford High,02260505,90.8,15.2,58.2,32.7,4.0,2024-25,11.2,0226,Oxford,Oxford High,Worcester,453,405,Yes,10%,Include
Oxford-Oxford Middle,02260405,93.8,10.9,44.2,18.2,1.3,2024-25,3.3,0226,Oxford,Oxford Middle,Worcester,385,251,Yes,35%,Include
Palmer-Palmer High,02270505,92.9,11.9,42.7,23.3,42.7,2024-25,7.7,0227,Palmer,Palmer High,Hampden,416,414,Yes,0%,Include
Pathfinder Regional Vocational Technical-Pathfinder Vocational Technical,08600605,93.3,11.9,59.7,15.1,8.8,2024-25,1.9,0860,Pathfinder Regional Vocational Technical,Pathfinder Vocational Technical,Hampden,660,660,Yes,0%,Include
"Phoenix Academy Public Charter High School, Springfield (District)-Phoenix Academy Public Charter High School, Springfield",35080505,46.4,71.6,93.5,96.0,0.0,2024-25,86.0,3508,"Phoenix Academy Public Charter High School, Springfield (District)","Phoenix Academy Public Charter High School, Springfield",Hampden,158,158,Yes,0%,Include
Pioneer Valley-Pioneer Valley Regional,07500505,94.2,10.1,38.9,13.5,13.5,2024-25,4.1,0750,Pioneer Valley,Pioneer Valley Regional,Franklin,239,236,Yes,0%,Include
Pioneer Valley Chinese Immersion Charter (District)-Pioneer Valley Chinese Immersion Charter School,04970205,95.6,7.7,28.4,9.0,5.3,2024-25,1.9,0497,Pioneer Valley Chinese Immersion Charter (District),Pioneer Valley Chinese Immersion Charter School,Hampshire,584,255,Yes,56%,Include
Pioneer Valley Performing Arts Charter Public (District)-Pioneer Valley Performing Arts Charter Public School,04790505,90.1,16.3,63.1,35.0,3.4,2024-25,11.9,0479,Pioneer Valley Performing Arts Charter Public (District),Pioneer Valley Performing Arts Charter Public School,Hampshire,397,397,Yes,0%,Include
Pittsfield-Theodore Herberg Middle,02360310,88.8,19.4,62.4,39.5,33.1,2024-25,15.2,0236,Pittsfield,Theodore Herberg Middle,Berkshire,587,400,Yes,32%,Include
Pittsfield-Pittsfield High,02360505,84.9,25.4,65.8,47.4,53.8,2024-25,28.1,0236,Pittsfield,Pittsfield High,Berkshire,727,712,Yes,0%,Include
Pittsfield-Eagle Education Academy,02360525,62.1,54.5,87.0,87.0,87.0,2024-25,82.6,0236,Pittsfield,Eagle Education Academy,Berkshire,24,20,Yes,17%,Include
Pittsfield-John T Reid Middle,02360305,86.7,23.1,69.1,46.9,52.7,2024-25,21.3,0236,Pittsfield,John T Reid Middle,Berkshire,407,300,Yes,26%,Include
Pittsfield-Taconic High,02360510,86.6,23.5,72.1,49.6,50.2,2024-25,21.9,0236,Pittsfield,Taconic High,Berkshire,824,824,Yes,0%,Include
Quabbin-Quabbin Regional High School,07530505,91.1,15.2,52.7,27.7,33.2,2024-25,9.4,0753,Quabbin,Quabbin Regional High School,Worcester,545,542,Yes,0%,Include
Quabbin-Quabbin Regional Middle School,07530405,92.8,12.5,55.0,20.4,25.6,2024-25,3.9,0753,Quabbin,Quabbin Regional Middle School,Worcester,510,346,Yes,32%,Include
Quaboag Regional-Quaboag Regional High,07780505,89.9,17.6,61.0,35.2,46.2,2024-25,11.0,0778,Quaboag Regional,Quaboag Regional High,Worcester,334,334,Yes,0%,Include
Quaboag Regional-Quaboag Regional Middle Innovation School,07780305,93.4,11.6,44.8,19.7,36.9,2024-25,4.9,0778,Quaboag Regional,Quaboag Regional Middle Innovation School,Worcester,196,196,Yes,0%,Include
Ralph C Mahar-Ralph C Mahar Regional,07550505,92.5,12.7,41.9,18.2,0.0,2024-25,8.3,0755,Ralph C Mahar,Ralph C Mahar Regional,Franklin,509,509,Yes,0%,Include
Shrewsbury-Oak Middle School,02710030,95.1,8.6,32.0,10.2,1.3,2024-25,1.9,0271,Shrewsbury,Oak Middle School,Worcester,914,914,Yes,0%,Include
Shrewsbury-Shrewsbury High School,02710505,93.8,10.8,44.7,11.7,0.0,2024-25,2.7,0271,Shrewsbury,Shrewsbury High School,Worcester,1891,1869,Yes,0%,Include
Sizer School: A North Central Charter Essential (District)-Sizer School: A North Central Charter Essential School,04740505,90.7,15.5,56.9,28.8,38.3,2024-25,10.8,0474,Sizer School: A North Central Charter Essential (District),Sizer School: A North Central Charter Essential School,Worcester,282,282,Yes,0%,Include
South Hadley-South Hadley High,02780505,91.1,15.8,50.5,29.8,0.0,2024-25,13.8,0278,South Hadley,South Hadley High,Hampshire,479,475,Yes,0%,Include
South Hadley-Michael E. Smith Middle School,02780305,89.5,18.5,62.4,29.9,30.9,2024-25,13.5,0278,South Hadley,Michael E. Smith Middle School,Hampshire,505,244,Yes,52%,Include
Southborough-P Brent Trottier,02760305,95.1,9.0,33.0,6.8,0.0,2024-25,1.2,0276,Southborough,P Brent Trottier,Worcester,404,274,Yes,32%,Include
Southbridge-Southbridge High School,02770515,86.3,22.2,76.2,50.3,65.3,2024-25,18.5,0277,Southbridge,Southbridge High School,Worcester,419,419,Yes,0%,Include
Southbridge-Southbridge Academy,02770525,75.9,42.1,86.4,86.4,72.7,2024-25,45.5,0277,Southbridge,Southbridge Academy,Worcester,21,21,Yes,0%,Include
Southbridge-Southbridge Middle School,02770315,90.9,15.4,50.1,27.1,40.3,2024-25,8.8,0277,Southbridge,Southbridge Middle School,Worcester,380,276,Yes,27%,Include
Southern Berkshire-Mt Everett Regional,07650505,90.6,16.4,64.8,30.3,14.8,2024-25,7.7,0765,Southern Berkshire,Mt Everett Regional,Berkshire,278,236,Yes,15%,Include
Southern Worcester County Regional Vocational School District-Bay Path Regional Vocational Technical High School,08760605,95.1,8.6,33.7,11.1,24.8,2024-25,1.0,0876,Southern Worcester County Regional Vocational School District,Bay Path Regional Vocational Technical High School,Worcester,1188,1188,Yes,0%,Include
Southwick-Tolland-Granville Regional School District-Southwick Regional School,07660505,94.5,9.7,40.0,13.8,28.3,2024-25,2.2,0766,Southwick-Tolland-Granville Regional School District,Southwick Regional School,Hampden,588,587,Yes,0%,Include
Spencer-E Brookfield-David Prouty High,07670505,91.0,15.3,57.8,18.8,42.9,2024-25,10.6,0767,Spencer-E Brookfield,David Prouty High,Worcester,306,299,Yes,0%,Include
Spencer-E Brookfield-Knox Trail Middle School,07670415,94.4,9.9,42.3,12.9,0.0,2024-25,2.1,0767,Spencer-E Brookfield,Knox Trail Middle School,Worcester,415,223,Yes,46%,Include
Springfield-Springfield Public Day High School,02810550,62.5,60.1,91.0,86.6,83.6,2024-25,65.7,0281,Springfield,Springfield Public Day High School,Hampden,65,65,Yes,0%,Include
Springfield-Gateway to College at Springfield Technical Community College,02810580,89.3,14.1,48.3,55.2,44.8,2024-25,17.2,0281,Springfield,Gateway to College at Springfield Technical Community College,Hampden,25,25,Yes,0%,Include
Springfield-Roger L. Putnam Vocational Technical Academy,02810620,93.0,12.4,48.6,22.8,33.4,2024-25,5.2,0281,Springfield,Roger L. Putnam Vocational Technical Academy,Hampden,1382,1382,Yes,0%,Include
Springfield-Springfield International Academy at Sci-Tech,02810700,93.0,10.3,28.0,23.0,24.0,2024-25,11.0,0281,Springfield,Springfield International Academy at Sci-Tech,Hampden,95,95,Yes,0%,Include
Springfield-The Springfield Virtual School,02810705,91.4,14.9,40.7,24.0,25.6,2024-25,12.8,0281,Springfield,The Springfield Virtual School,Hampden,250,185,Yes,26%,Include
Springfield-John F Kennedy Middle,02810328,91.9,13.7,53.7,30.1,42.0,2024-25,8.5,0281,Springfield,John F Kennedy Middle,Hampden,366,224,Yes,39%,Include
Springfield-STEM Middle Academy,02810350,93.1,12.2,53.0,21.1,35.0,2024-25,3.0,0281,Springfield,STEM Middle Academy,Hampden,269,178,Yes,34%,Include
Springfield-Chestnut Accelerated Middle School (Talented and Gifted),02810367,95.6,7.7,28.8,12.5,22.9,2024-25,0.7,0281,Springfield,Chestnut Accelerated Middle School (Talented and Gifted),Hampden,265,172,Yes,35%,Include
Springfield-Springfield Central High,02810500,92.1,13.6,50.0,27.8,27.0,2024-25,9.1,0281,Springfield,Springfield Central High,Hampden,1983,1983,Yes,0%,Include
Springfield-The Springfield Renaissance School an Expeditionary Learning School,02810205,93.1,12.2,49.2,21.7,24.4,2024-25,5.1,0281,Springfield,The Springfield Renaissance School an Expeditionary Learning School,Hampden,593,497,Yes,16%,Include
Springfield-Kiley Prep,02810315,91.6,14.4,53.4,28.3,36.0,2024-25,8.4,0281,Springfield,Kiley Prep,Hampden,298,191,Yes,36%,Include
Springfield-Kiley Academy,02810316,89.3,17.9,66.1,42.8,51.9,2024-25,14.8,0281,Springfield,Kiley Academy,Hampden,268,179,Yes,33%,Include
Springfield-Springfield Legacy Academy,02810317,87.4,21.4,67.0,46.0,55.0,2024-25,17.0,0281,Springfield,Springfield Legacy Academy,Hampden,299,238,Yes,20%,Include
Springfield-Emergence Academy,02810318,94.9,8.1,27.8,12.7,25.6,2024-25,3.6,0281,Springfield,Emergence Academy,Hampden,382,338,Yes,12%,Include
Springfield-John J Duggan Academy,02810320,92.2,13.7,54.1,27.5,34.9,2024-25,7.3,0281,Springfield,John J Duggan Academy,Hampden,823,652,Yes,21%,Include
Springfield-Forest Park Middle,02810325,89.1,18.7,64.7,42.5,51.4,2024-25,14.0,0281,Springfield,Forest Park Middle,Hampden,282,182,Yes,35%,Include
Springfield-Springfield Realization Academy,02810335,89.6,17.2,58.2,35.1,50.7,2024-25,15.6,0281,Springfield,Springfield Realization Academy,Hampden,212,148,Yes,30%,Include
Springfield-Springfield Public Day Middle School,02810345,76.8,39.1,73.2,60.7,58.9,2024-25,42.9,0281,Springfield,Springfield Public Day Middle School,Hampden,60,46,Yes,23%,Include
Springfield-South End Middle School,02810355,88.7,18.4,68.0,50.3,49.7,2024-25,17.1,0281,Springfield,South End Middle School,Hampden,163,114,Yes,30%,Include
Springfield-Springfield Middle School,02810360,64.1,55.0,95.2,95.2,85.7,2024-25,71.4,0281,Springfield,Springfield Middle School,Hampden,18,17,Yes,6%,Include
Springfield-Impact Prep at Chestnut,02810366,91.6,14.3,55.3,27.6,42.0,2024-25,7.8,0281,Springfield,Impact Prep at Chestnut,Hampden,278,143,Yes,49%,Include
Springfield-Conservatory of the Arts,02810475,90.6,16.8,64.1,35.3,19.0,2024-25,10.8,0281,Springfield,Conservatory of the Arts,Hampden,296,248,Yes,16%,Include
Springfield-Van Sickle Prep,02810480,86.4,23.6,80.7,58.0,70.5,2024-25,18.8,0281,Springfield,Van Sickle Prep,Hampden,206,134,Yes,35%,Include
Springfield-Van Sickle Academy,02810485,88.9,18.7,70.3,42.5,55.3,2024-25,12.4,0281,Springfield,Van Sickle Academy,Hampden,262,180,Yes,31%,Include
Springfield-High School Of Commerce,02810510,85.7,24.3,71.5,51.3,56.2,2024-25,24.8,0281,Springfield,High School Of Commerce,Hampden,966,966,Yes,0%,Include
Springfield-Springfield High School of Science and Technology,02810530,89.2,18.0,58.2,36.2,49.4,2024-25,14.8,0281,Springfield,Springfield High School of Science and Technology,Hampden,1091,1091,Yes,0%,Include
Springfield-Liberty Preparatory Academy,02810560,93.9,3.9,18.2,18.2,9.1,2024-25,0.0,0281,Springfield,Liberty Preparatory Academy,Hampden,6,6,Yes,0%,Include
Springfield-Springfield High School,02810570,85.7,20.4,48.5,37.2,46.9,2024-25,20.5,0281,Springfield,Springfield High School,Hampden,237,237,Yes,0%,Include
Springfield-Gateway to College at Holyoke Community College,02810575,95.7,5.9,26.1,13.0,21.7,2024-25,4.3,0281,Springfield,Gateway to College at Holyoke Community College,Hampden,21,21,Yes,0%,Include
Springfield International Charter (District)-Springfield International Charter School,04410505,92.8,12.6,54.4,23.0,44.7,2024-25,3.9,0441,Springfield International Charter (District),Springfield International Charter School,Hampden,1511,711,Yes,53%,Include
Sutton-Sutton Middle School,02900305,95.1,8.8,29.7,8.2,6.6,2024-25,1.6,0290,Sutton,Sutton Middle School,Worcester,313,196,Yes,37%,Include
Sutton-Sutton High School,02900510,93.2,11.9,53.5,18.4,10.8,2024-25,2.2,0290,Sutton,Sutton High School,Worcester,367,367,Yes,0%,Include
Tantasqua-Tantasqua Regional Jr High,07700405,94.2,10.2,42.3,17.9,32.4,2024-25,2.2,0770,Tantasqua,Tantasqua Regional Jr High,Worcester,576,576,Yes,0%,Include
Tantasqua-Tantasqua Regional Sr High,07700505,94.9,8.9,33.2,13.0,22.3,2024-25,3.7,0770,Tantasqua,Tantasqua Regional Sr High,Worcester,632,625,Yes,0%,Include
